DATE;SKU;Style;quantity;price;Category
01/08/2023;J0241-SKD-XL;J0241;4;1299.35;Set
02/08/2023;J0245-SKD-M;J0245;4;1169.35;Set
03/08/2023;J0245-SKD-L;J0245;4;1169.35;Set
04/08/2023;J0245-SKD-XL;J0245;4;1169.35;Set
05/08/2023;J0284-SKD-M;J0284;4;1494.35;Set
06/08/2023;J0284-SKD-L;J0284;4;1494.35;Set
07/08/2023;J0284-SKD-XL;J0284;4;1494.35;Set
08/08/2023;JNE3479-KR-M;JNE3479;6;389.35;kurta
09/08/2023;JNE3479-KR-L;JNE3479;6;389.35;kurta
10/08/2023;JNE3479-KR-XL;JNE3479;6;389.35;kurta
11/08/2023;JNE3576-KR-M;JNE3576;6;454.35;kurta
12/08/2023;JNE3576-KR-L;JNE3576;6;454.35;kurta
13/08/2023;JNE3576-KR-XL;JNE3576;6;454.35;kurta
14/08/2023;JNE3225-KR-M;JNE3225;6;486.85;kurta
15/08/2023;JNE3225-KR-L;JNE3225;6;486.85;kurta
16/08/2023;JNE3225-KR-XL;JNE3225;6;486.85;kurta
17/08/2023;JNE3523-KR-M;JNE3523;6;519.35;kurta
18/08/2023;JNE3523-KR-L;JNE3523;6;519.35;kurta
19/08/2023;JNE3523-KR-XL;JNE3523;6;519.35;kurta
20/08/2023;JNE3474-KR-M;JNE3474;6;486.85;kurta
21/08/2023;JNE3474-KR-L;JNE3474;6;486.85;kurta
22/08/2023;JNE3474-KR-XL;JNE3474;6;486.85;kurta
23/08/2023;JNE3288-KR-M;JNE3288;6;584.35;kurta
24/08/2023;JNE3288-KR-L;JNE3288;6;584.35;kurta
25/08/2023;JNE3288-KR-XL;JNE3288;6;584.35;kurta
26/08/2023;JNE3273-KR-XS;JNE3273;3;649.35;kurta
27/08/2023;JNE3273-KR-S;JNE3273;3;649.35;kurta
28/08/2023;JNE3273-KR-M;JNE3273;3;649.35;kurta
29/08/2023;JNE3273-KR-L;JNE3273;3;649.35;kurta
30/08/2023;JNE3273-KR-XL;JNE3273;2;649.35;kurta
31/08/2023;JNE3273-KR-XXL;JNE3273;2;649.35;kurta
01/09/2023;JNE3635-KR-XS;JNE3635;3;519.35;kurta
02/09/2023;JNE3635-KR-S;JNE3635;3;519.35;kurta
03/09/2023;JNE3635-KR-M;JNE3635;3;519.35;kurta
04/09/2023;JNE3635-KR-L;JNE3635;3;519.35;kurta
05/09/2023;JNE3635-KR-XL;JNE3635;2;519.35;kurta
06/09/2023;JNE3635-KR-XXL;JNE3635;2;519.35;kurta
07/09/2023;JNE3557-KR-S;JNE3557;3;486.85;kurta
08/09/2023;JNE3557-KR-M;JNE3557;3;486.85;kurta
09/09/2023;JNE3557-KR-L;JNE3557;3;486.85;kurta
10/09/2023;JNE3557-KR-XL;JNE3557;2;486.85;kurta
11/09/2023;JNE3557-KR-XXL;JNE3557;2;486.85;kurta
12/09/2023;JNE3566-KR-S;JNE3566;2;486.85;kurta
13/09/2023;JNE3555-KR-S.;JNE3555;3;486.85;kurta
14/09/2023;J0243-DR-S;J0243;3;1039.35;Ethnic Dress
15/09/2023;J0243-DR-XL;J0243;2;1039.35;Ethnic Dress
16/09/2023;J0243-DR-XXL;J0243;1;1039.35;Ethnic Dress
17/09/2023;J0185-DR-S;J0185;3;1104.35;Ethnic Dress
18/09/2023;JNE3554-KR-S;JNE3554;3;486.85;kurta
19/09/2023;J0285-SKD-S;J0285;3;1494.35;Set
20/09/2023;J0285-SKD-M;J0285;3;1494.35;Set
21/09/2023;J0285-SKD-XL;J0285;2;1494.35;Set
22/09/2023;J0285-SKD-XXL;J0285;2;1494.35;Set
23/09/2023;SET055-KR-NP-XS;SET055;3;746.85;Set
24/09/2023;SET055-KR-NP-S;SET055;3;746.85;Set
25/09/2023;JNE3547-KR-S;JNE3547;3;486.85;kurta
26/09/2023;JNE3547-KR-M;JNE3547;3;486.85;kurta
27/09/2023;SET110-KR-PP-S;SET110;2;876.85;Set
28/09/2023;SET110-KR-PP-M;SET110;2;876.85;Set
29/09/2023;J0279-SET-S;J0279;3;1039.35;Set
30/09/2023;J0279-SET-M;J0279;3;1039.35;Set
01/10/2023;J0279-SET-L;J0279;3;1039.35;Set
02/10/2023;J0279-SET-XL;J0279;2;1039.35;Set
03/10/2023;SET171-KR-NP-S;SET171;3;1169.35;Set
04/10/2023;SET171-KR-NP-M;SET171;3;1169.35;Set
05/10/2023;SET171-KR-NP-L;SET171;3;1169.35;Set
06/10/2023;SET171-KR-NP-XL;SET171;2;1169.35;Set
07/10/2023;J0277-SKD-S;J0277;3;1494.35;Set
08/10/2023;J0277-SKD-M;J0277;3;1494.35;Set
09/10/2023;J0277-SKD-L;J0277;3;1494.35;Set
10/10/2023;J0282-SET-S;J0282;3;1039.35;Set
11/10/2023;J0282-SET-M;J0282;3;1039.35;Set
12/10/2023;J0282-SET-L;J0282;2;1039.35;Set
13/10/2023;J0282-SET-XL;J0282;2;1039.35;Set
